STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00025309,5/17/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",38,",,0,2400",0,",,0,",0,",,0,",89,",,0",50,",,0",,,90,",,X",,,,,,,,,32,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,",,X",,,,,,,,,,,,,58,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/18/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",56,",,0,2400",0,",,0,",0,",,0,",94,",,0",50,",,0",,,100,",,X",,,,,,,,,27,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/19/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",8,",,0,2400",0,",,0,",0,",,0,",128,",,0",39,",,0",,,60,",,X",,,,,,,,,23,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/20/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",161,",,0",17,",,0",,,10,",,X",,,,,,,,,21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,",,X",,,,,,,,,,,,,45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,5/21/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",178,",,0",33,",,0",,,50,",,X",,,,,,,,,23,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,5/22/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",3,",,0,2400",0,",,0,",0,",,0,",139,",,0",78,",,0",,,90,",,X",,,,,,,,,26,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,",,X",,,,,,,,,,,,,31,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/23/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",172,",,0",44,",,0",,,20,",,X",,,,,,,,,28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,5/24/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",206,",,0",56,",,0",,,60,",,X",,,,,,,,,23,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,",,X",,,,,,,,,,,,,45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,5/25/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",217,",,0",72,",,0",,,90,",,X",,,,,,,,,22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,",,X",,,,,,,,,,,,,63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,5/26/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",3,",,0,2400",0,",,0,",0,",,0,",183,",,0",117,",,0",,,90,",,X",,,,,,,,,26,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,",,X",,,,,,,,,,,,,40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/27/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",56,",,0,2400",0,",,0,",0,",,0,",172,",,0",100,",,0",,,100,",,X",,,,,,,,,70,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/28/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",48,",,0,2400",0,",,0,",0,",,0,",117,",,0",89,",,0",,,100,",,X",,,,,,,,,69,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/29/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",188,",,0,2400",0,",,0,",0,",,0,",100,",,0",56,",,0",,,100,",,X",,,,,,,,,51,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,80,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/30/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",66,",,0,2400",0,",,0,",0,",,0,",106,",,0",50,",,0",,,100,",,X",,,,,,,,,69,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,116,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,5/31/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",5,",,0,2400",0,",,0,",0,",,0,",128,",,0",83,",,0",,,90,",,X",,,,,,,,,51,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/1/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",30,",,0,2400",0,",,0,",0,",,0,",144,",,0",83,",,0",,,100,",,X",,,,,,,,,55,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,",,X",,,,,,,,,,,,,94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/2/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",84,",,0,2400",0,",,0,",0,",,0,",100,",,0",61,",,0",,,90,",,X",,,,,,,,,50,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/3/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,"T,,0,2400",0,",,0,",0,",,0,",139,",,0",56,",,0",,,100,",,X",,,,,,,,,20,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/4/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",36,",,0,2400",0,",,0,",0,",,0,",156,",,0",72,",,0",,,80,",,X",,,,,,,,,34,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/5/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,"T,,0,2400",0,",,0,",0,",,0,",161,",,0",72,",,0",,,100,",,X",,,,,,,,,36,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/6/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",8,",,0,2400",0,",,0,",0,",,0,",139,",,0",100,",,0",,,100,",,X",,,,,,,,,70,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/7/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",161,",,0",83,",,0",,,100,",,X",,,,,,,,,21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,",,X",,,,,,,,,,,,,40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/8/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",211,",,0",94,",,0",,,80,",,X",,,,,,,,,23,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,",,X",,,,,,,,,,,,,45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/9/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",267,",,0",83,",,0",,,20,",,X",,,,,,,,,21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,",,X",,,,,,,,,,,,,40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/10/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",20,",,0,2400",0,",,0,",0,",,0,",261,",,0",111,",,0",,,90,",,X",,,,,,,,,41,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,80,",,X",,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/11/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",28,",,0,2400",0,",,0,",0,",,0,",183,",,0",117,",,0",,,90,",,X",,,,,,,,,42,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,98,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/12/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",165,",,0,2400",0,",,0,",0,",,0,",128,",,0",94,",,0",,,100,",,X",,,,,,,,,26,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,",,X",,,,,,,,,,,,,36,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/13/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",127,",,0,2400",0,",,0,",0,",,0,",122,",,0",89,",,0",,,100,",,X",,,,,,,,,25,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,",,X",,,,,,,,,,,,,40,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/14/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,"T,,0,2400",0,",,0,",0,",,0,",117,",,0",83,",,0",,,100,",,X",,,,,,,,,22,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,",,X",,,,,,,,,,,,,31,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/15/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",10,",,0,2400",0,",,0,",0,",,0,",117,",,0",83,",,0",,,100,",,X",,,,,,,,,21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,",,X",,,,,,,,,,,,,40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/16/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",13,",,0,2400",0,",,0,",0,",,0,",144,",,0",89,",,0",,,90,",,X",,,,,,,,,32,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/17/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",217,",,0",78,",,0",,,60,",,X",,,,,,,,,34,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,",,X",,,,,,,,,,,,,63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/18/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",178,",,0",100,",,0",,,80,",,X",,,,,,,,,32,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/19/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",194,",,0",111,",,0",,,90,",,X",,,,,,,,,29,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,",,X",,,,,,,,,,,,,45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/20/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",183,",,0",117,",,0",,,90,",,X",,,,,,,,,29,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,",,X",,,,,,,,,,,,,63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/21/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,"T,,0,2400",0,",,0,",0,",,0,",217,",,0",117,",,0",,,80,",,X",,,,,,,,,37,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,",,X",,,,,,,,,,,,,67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/22/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",145,",,0,2400",0,",,0,",0,",,0,",161,",,0",94,",,0",,,100,",,X",,,,,,,,,41,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,",,X",,,,,,,,,,,,,94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/23/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",99,",,0,2400",0,",,0,",0,",,0,",117,",,0",89,",,0",,,100,",,X",,,,,,,,,55,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,",,X",,,,,,,,,,,,,94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/24/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",109,",,0,2400",0,",,0,",0,",,0,",133,",,0",72,",,0",,,100,",,X",,,,,,,,,38,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,",,X",,,,,,,,,,,,,63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/25/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",3,",,0,2400",0,",,0,",0,",,0,",144,",,0",78,",,0",,,100,",,X",,,,,,,,,29,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00025309,6/26/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",156,",,0",89,",,0",,,90,",,X",,,,,,,,,21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,",,X",,,,,,,,,,,,,36,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/27/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",200,",,0",67,",,0",,,30,",,X",,,,,,,,,29,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/28/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",222,",,0",94,",,0",,,50,",,X",,,,,,,,,30,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00025309,6/29/1995,58.354,-134.55606,5.9,"JUNEAU AIRPORT, AK US",0,",,0,2400",0,",,0,",0,",,0,",222,",,0",89,",,0",,,60,",,X",,,,,,,,,37,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,",,X",,,,,,,,,,,,,54,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
