STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFI,WDFI_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFI,WSFI_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00023174,3/26/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,211,0,83,0,0,X,0,X,,,,,,,,,31,X,,,,,1616,X,,,,,,,,,,,,,,,,,270,WX,,,,,0,0,,,,,,,82,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,3/27/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,228,0,83,0,0,X,0,X,,,,,,,,,33,X,,,,,1752,X,,,,,,,,,,,,,,,,,270,WX,,,,,0,0,,,,,,,93,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,3/28/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,228,0,106,0,0,X,0,X,,,,,,,,,33,X,,,,,1603,X,,,,,,,,,,,,,,,,,270,WX,,,,,0,0,,,,,,,93,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,3/29/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,228,0,106,0,50,X,60,X,,,,,,,,,34,X,,,,,1635,X,,,,,,,,,,,,,,,,,270,WX,,,,,0,0,,,,,,,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,3/30/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,228,0,122,0,60,X,60,X,,,,,,,,,36,X,,,,,1518,X,,,,,,,,,,,,,,,,,225,WX,,,,,0,0,,,,,,,82,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,3/31/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,244,0,106,0,20,X,30,X,,,,,,,,,36,X,,,,,1726,X,,,,,,,,,,,,,,,,,270,WX,,,,,0,0,,,,,,,77,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/1/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,211,0,106,0,30,X,40,X,,,,,,,,,36,X,1450,X,,,1507,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,63,X,,,,,77,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/2/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,183,0,117,0,0,X,0,X,,,,,,,,,32,X,1450,X,,,1629,X,,,,,,,,,,,260,X,,,,,225,WX,,,,,0,0,63,X,,,,,82,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/3/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,222,0,117,0,0,X,0,X,,,,,,,,,34,X,1650,X,,,1655,X,,,,,,,,,,,260,X,,,,,225,WX,,,,,0,0,72,X,,,,,93,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/4/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,217,0,128,0,50,X,60,X,,,,,,,,,32,X,1550,X,,,1315,X,,,,,,,,,,,240,X,,,,,270,WX,,,,,0,0,54,X,,,,,72,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/5/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,133,0,90,X,90,X,,,,,,,,,32,X,1050,X,,,1040,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,54,X,,,,,77,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/6/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,178,0,133,0,90,X,100,X,,,,,,,,,29,X,1350,X,,,1643,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,58,X,,,,,72,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/7/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,178,0,128,0,80,X,80,X,,,,,,,,,38,X,1551,X,,,1630,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,80,X,,,,,93,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/8/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,206,0,133,0,50,X,50,X,,,,,,,,,50,X,2252,X,,,2252,X,,,,,,,,,,,360,X,,,,,360,WX,,,,,0,0,112,X,,,,,159,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/9/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,222,0,133,0,50,X,80,X,,,,,,,,,83,X,1850,X,,,1842,X,,,,,,,,,,,350,X,,,,,360,WX,,,,,0,0,107,X,,,,,164,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/10/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,222,0,128,0,20,X,10,X,,,,,,,,,46,X,1452,X,,,1725,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,94,X,,,,,118,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/11/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,244,0,117,0,40,X,30,X,,,,,,,,,33,X,1350,X,,,1427,X,,,,,,,,,,,240,X,,,,,225,WX,,,,,0,0,63,X,,,,,82,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/12/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,217,0,128,0,80,X,100,X,,,,,,,,,30,X,1650,X,,,2003,X,,,,,,,,,,,270,X,,,,,270,WX,,,,,0,0,54,X,,,,,72,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/13/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,122,0,40,X,40,X,,,,,,,,,48,X,1550,X,,,1608,X,,,,,,,,,,,270,X,,,,,270,WX,,,,,0,0,125,X,,,,,164,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/14/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,178,0,122,0,70,X,90,X,,,,,,,,,43,X,1450,X,,,423,X,,,,,,,,,,,280,X,,,,,315,WX,,,,,0,0,80,X,,,,,108,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/15/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,172,0,106,0,30,X,10,X,,,,,,,,,48,X,1950,X,,,1517,X,,,,,,,,,,,250,X,,,,,225,WX,,,,,0,0,89,X,,,,,108,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/16/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,175,2400,0,0,0,0,133,0,83,0,80,X,90,X,,,,,,,,,35,X,150,X,,,153,X,,,,,,,,,,,210,X,,,,,225,WX,,,,,0,0,89,X,,,,,103,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023174,4/17/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,167,0,78,0,50,X,60,X,,,,,,,,,42,X,1555,X,,,2230,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,67,X,,,,,87,X,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/18/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,13,2400,0,0,0,0,156,0,100,0,60,X,70,X,,,,,,,,,43,X,1252,X,,,1258,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,94,X,,,,,113,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,X,1,0,,,,,,,,,,
USW00023174,4/19/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,178,0,78,0,30,X,30,X,,,,,,,,,37,X,1350,X,,,1051,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,72,X,,,,,93,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/20/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,167,0,89,0,40,X,60,X,,,,,,,,,33,X,1752,X,,,1745,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,80,X,,,,,113,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/21/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,206,0,83,0,0,X,0,X,,,,,,,,,48,X,1550,X,,,1617,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,94,X,,,,,123,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/22/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,256,0,106,0,0,X,0,X,,,,,,,,,31,X,1751,X,,,1715,X,,,,,,,,,,,250,X,,,,,225,WX,,,,,0,0,72,X,,,,,87,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/23/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,272,0,133,0,0,X,0,X,,,,,,,,,34,X,1751,X,,,1615,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,63,X,,,,,98,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/24/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,278,0,122,0,0,X,0,X,,,,,,,,,38,X,1450,X,,,1520,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,63,X,,,,,82,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/25/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,106,0,50,X,40,X,,,,,,,,,25,X,1311,X,,,1018,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,54,X,,,,,67,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/26/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,183,0,133,0,100,X,100,X,,,,,,,,,30,X,1152,X,,,1443,X,,,,,,,,,,,270,X,,,,,270,WX,,,,,0,0,45,X,,,,,67,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/27/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,139,0,70,X,60,X,,,,,,,,,37,X,1650,X,,,1504,X,,,,,,,,,,,270,X,,,,,270,WX,,,,,0,0,67,X,,,,,87,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/28/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,133,0,70,X,80,X,,,,,,,,,35,X,1551,X,,,1617,X,,,,,,,,,,,240,X,,,,,225,WX,,,,,0,0,54,X,,,,,77,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/29/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,211,0,128,0,70,X,90,X,,,,,,,,,30,X,1450,X,,,1423,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,58,X,,,,,77,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,4/30/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,194,0,144,0,100,X,100,X,,,,,,,,,30,X,1517,X,,,1507,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,63,X,,,,,87,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/1/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,T02400,0,0,0,0,194,0,144,0,100,X,90,X,,,,,,,,,33,X,1840,X,,,1813,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,63,X,,,,,72,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,1,X,1,0,,,,,,,,,,
USW00023174,5/2/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,139,0,50,X,40,X,,,,,,,,,40,X,1650,X,,,1410,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,72,X,,,,,103,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/3/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,194,0,128,0,50,X,40,X,,,,,,,,,34,X,1550,X,,,1808,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,67,X,,,,,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/4/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,183,0,122,0,70,X,70,X,,,,,,,,,46,X,2252,X,,,2318,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,89,X,,,,,118,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/5/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,172,0,117,0,30,X,20,X,,,,,,,,,73,X,1150,X,,,1050,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,103,X,,,,,139,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/6/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,167,0,100,0,60,X,40,X,,,,,,,,,48,X,1350,X,,,36,X,,,,,,,,,,,270,X,,,,,270,WX,,,,,0,0,89,X,,,,,103,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/7/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,183,0,117,0,80,X,80,X,,,,,,,,,32,X,1450,X,,,1430,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,58,X,,,,,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/8/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,T02400,0,0,0,0,178,0,122,0,50,X,50,X,,,,,,,,,32,X,1050,X,,,1431,X,,,,,,,,,,,250,X,,,,,225,WX,,,,,0,0,54,X,,,,,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023174,5/9/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,200,0,106,0,40,X,30,X,,,,,,,,,36,X,1750,X,,,1735,X,,,,,,,,,,,250,X,,,,,225,WX,,,,,0,0,72,X,,,,,98,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/10/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,200,0,117,0,80,X,90,X,,,,,,,,,26,X,1250,X,,,1153,X,,,,,,,,,,,240,X,,,,,225,WX,,,,,0,0,45,X,,,,,72,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/11/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,139,0,70,X,80,X,,,,,,,,,29,X,1450,X,,,1425,X,,,,,,,,,,,260,X,,,,,270,WX,,,,,0,0,54,X,,,,,67,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/12/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,2400,0,0,0,0,189,0,128,0,60,X,80,X,,,,,,,,,38,X,1453,X,,,1511,X,,,,,,,,,,,250,X,,,,,270,WX,,,,,0,0,72,X,,,,,113,X,,,,,1,0,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,
USW00023174,5/13/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,T02400,0,0,0,0,172,0,111,0,60,X,50,X,,,,,,,,,42,X,1150,X,,,1315,X,,,,,,,,,,,220,X,,,,,225,WX,,,,,0,0,76,X,,,,,98,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,1,X,1,0,,,,,,,,,,
USW00023174,5/14/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,0,T02400,0,0,0,0,189,0,106,0,50,X,30,X,,,,,,,,,37,X,1553,X,,,1603,X,,,,,,,,,,,230,X,,,,,225,WX,,,,,0,0,67,X,,,,,77,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023174,5/15/1995,33.93816,-118.3866,29.7,LOS ANGELES INTERNATIONAL AIRPORT CA US,155,2400,0,0,0,0,178,0,128,0,80,X,80,X,,,,,,,,,35,X,438,X,,,430,X,,,,,,,,,,,110,X,,,,,90,WX,,,,,0,0,67,X,,,,,77,X,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
