STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMC,ACMC_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSC,ACSC_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFI,WDFI_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFI,WSFI_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV07,WV07_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00023183,1/28/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",194,",,0",56,",,0",,,,,,,,,,,,,,,,,19,",,X",603,",,X",,,,,600,",,X",,,,,,,,,,,,,,,,,110,",,X",100,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,
USW00023183,1/29/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",206,",,0",67,",,0",,,,,,,,,,,,,,,,,17,",,X",1120,",,X",,,,,1124,",,X",,,,,,,,,,,,,,,,,120,",,X",130,",,X",,,,,,,0,",,0",,,40,",,X",45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,1/30/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,"T,,0,2400",0,",,0",0,",,0",211,",,0",89,",,0",,,,,,,,,,,,,,,,,19,",,X",1119,",,X",,,,,932,",,X",,,,,,,,,,,,,,,,,100,",,X",130,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,1/31/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",33,",,0,2400",0,",,0",0,",,0",217,",,0",100,",,0",,,,,,,,,,,,,,,,,20,",,X",2123,",,X",,,,,2311,",,X",,,,,,,,,,,,,,,,,200,",,X",310,",,X",,,,,,,0,",,0",,,49,",,X",58,",,X",,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/1/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",112,",,0,2400",0,",,0",0,",,0",178,",,0",117,",,0",,,,,,,,,,,,,,,,,30,",,X",1310,",,X",,,,,1342,",,X",,,,,,,,,,,,,,,,,240,",,X",250,",,X",,,,,,,0,",,0",,,76,",,X",89,",,X",,,,,,,1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/2/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",189,",,0",117,",,0",,,,,,,,,,,,,,,,,23,",,X",1621,",,X",,,,,1633,",,X",,,,,,,,,,,,,,,,,260,",,X",270,",,X",,,,,,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/3/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",200,",,0",83,",,0",,,,,,,,,,,,,,,,,13,",,X",1634,",,X",,,,,549,",,X",,,,,,,,,,,,,,,,,80,",,X",90,",,X",,,,,,,0,",,0",,,31,",,X",40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/4/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",244,",,0",72,",,0",,,,,,,,,,,,,,,,,13,",,X",1443,",,X",,,,,1443,",,X",,,,,,,,,,,,,,,,,70,",,X",70,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/5/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",250,",,0",94,",,0",,,,,,,,,,,,,,,,,16,",,X",958,",,X",,,,,957,",,X",,,,,,,,,,,,,,,,,90,",,X",90,",,X",,,,,,,0,",,0",,,49,",,X",63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/6/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",261,",,0",117,",,0",,,,,,,,,,,,,,,,,17,",,X",1631,",,X",,,,,1630,",,X",,,,,,,,,,,,,,,,,270,",,X",210,",,X",,,,,,,0,",,0",,,40,",,X",63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/7/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",272,",,0",122,",,0",,,,,,,,,,,,,,,,,16,",,X",205,",,X",,,,,1420,",,X",,,,,,,,,,,,,,,,,120,",,X",240,",,X",,,,,,,0,",,0",,,36,",,X",40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/8/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",289,",,0",117,",,0",,,,,,,,,,,,,,,,,20,",,X",534,",,X",,,,,1624,",,X",,,,,,,,,,,,,,,,,110,",,X",280,",,X",,,,,,,0,",,0",,,45,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/9/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",278,",,0",122,",,0",,,,,,,,,,,,,,,,,20,",,X",1111,",,X",,,,,259,",,X",,,,,,,,,,,,,,,,,140,",,X",70,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/10/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",272,",,0",117,",,0",,,,,,,,,,,,,,,,,20,",,X",530,",,X",,,,,530,",,X",,,,,,,,,,,,,,,,,100,",,X",100,",,X",,,,,,,0,",,0",,,45,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/11/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,"T,,0,2400",0,",,0",0,",,0",267,",,0",133,",,0",,,,,,,,,,,,,,,,,35,",,X",2259,",,X",,,,,2244,",,X",,,,,,,,,,,,,,,,,70,",,X",60,",,X",,,,,,,0,",,0",,,72,",,X",98,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/12/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,"T,,0,2400",0,",,0",0,",,0",228,",,0",167,",,0",,,,,,,,,,,,,,,,,38,",,X",2242,",,X",,,,,2234,",,X",,,,,,,,,,,,,,,,,120,",,X",120,",,X",,,,,,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/13/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",8,",,0,2400",0,",,0",0,",,0",239,",,0",150,",,0",,,,,,,,,,,,,,,,,25,",,X",1823,",,X",,,,,1818,",,X",,,,,,,,,,,,,,,,,160,",,X",160,",,X",,,,,,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/14/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",244,",,0",111,",,0",,,,,,,,,,,,,,,,,24,",,X",1558,",,X",,,,,1545,",,X",,,,,,,,,,,,,,,,,250,",,X",260,",,X",,,,,,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/15/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",261,",,0",117,",,0",,,,,,,,,,,,,,,,,23,",,X",936,",,X",,,,,1404,",,X",,,,,,,,,,,,,,,,,120,",,X",250,",,X",,,,,,,0,",,0",,,45,",,X",58,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/16/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",267,",,0",128,",,0",,,,,,,,,,,,,,,,,24,",,X",1608,",,X",,,,,1608,",,X",,,,,,,,,,,,,,,,,280,",,X",310,",,X",,,,,,,0,",,0",,,45,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/17/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",272,",,0",117,",,0",,,,,,,,,,,,,,,,,18,",,X",849,",,X",,,,,915,",,X",,,,,,,,,,,,,,,,,120,",,X",120,",,X",,,,,,,0,",,0",,,40,",,X",45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/18/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",267,",,0",117,",,0",,,,,,,,,,,,,,,,,31,",,X",1724,",,X",,,,,1639,",,X",,,,,,,,,,,,,,,,,250,",,X",280,",,X",,,,,,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/19/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,"T,,0,2400",0,",,0",0,",,0",250,",,0",122,",,0",,,,,,,,,,,,,,,,,30,",,X",1637,",,X",,,,,1637,",,X",,,,,,,,,,,,,,,,,240,",,X",240,",,X",,,,,,,0,",,0",,,80,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/20/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",256,",,0",156,",,0",,,,,,,,,,,,,,,,,22,",,X",1101,",,X",,,,,1141,",,X",,,,,,,,,,,,,,,,,140,",,X",170,",,X",,,,,,,0,",,0",,,45,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/21/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",256,",,0",183,",,0",,,,,,,,,,,,,,,,,26,",,X",2108,",,X",,,,,2324,",,X",,,,,,,,,,,,,,,,,240,",,X",270,",,X",,,,,,,0,",,0",,,49,",,X",58,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/22/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",3,",,0,2400",0,",,0",0,",,0",211,",,0",133,",,0",,,,,,,,,,,,,,,,,35,",,X",1647,",,X",,,,,1646,",,X",,,,,,,,,,,,,,,,,230,",,X",240,",,X",,,,,,,0,",,0",,,67,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/23/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",200,",,0",83,",,0",,,,,,,,,,,,,,,,,24,",,X",1102,",,X",,,,,1101,",,X",,,,,,,,,,,,,,,,,50,",,X",50,",,X",,,,,,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/24/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",189,",,0",94,",,0",,,,,,,,,,,,,,,,,21,",,X",1432,",,X",,,,,1624,",,X",,,,,,,,,,,,,,,,,180,",,X",190,",,X",,,,,,,0,",,0",,,40,",,X",49,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/25/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",119,",,0,2400",0,",,0",0,",,0",172,",,0",72,",,0",,,,,,,,,,,,,,,,,38,",,X",2137,",,X",,,,,2136,",,X",,,,,,,,,,,,,,,,,190,",,X",190,",,X",,,,,,,0,",,0",,,107,",,X",130,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/26/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",20,",,0,2400",0,",,0",0,",,0",128,",,0",67,",,0",,,,,,,,,,,,,,,,,49,",,X",1658,",,X",,,,,17,",,X",,,,,,,,,,,,,,,,,220,",,X",300,",,X",,,,,,,0,",,0",,,103,",,X",130,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00023183,2/27/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",139,",,0",28,",,0",,,,,,,,,,,,,,,,,16,",,X",1513,",,X",,,,,1512,",,X",,,,,,,,,,,,,,,,,210,",,X",220,",,X",,,,,,,0,",,0",,,45,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/28/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",156,",,0",56,",,0",,,,,,,,,,,,,,,,,19,",,X",1740,",,X",,,,,1250,",,X",,,,,,,,,,,,,,,,,300,",,X",140,",,X",,,,,,,0,",,0",,,45,",,X",58,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,2/29/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",178,",,0",50,",,0",,,,,,,,,,,,,,,,,21,",,X",1419,",,X",,,,,1419,",,X",,,,,,,,,,,,,,,,,230,",,X",210,",,X",,,,,,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/1/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",200,",,0",67,",,0",,,,,,,,,,,,,,,,,21,",,X",1534,",,X",,,,,1533,",,X",,,,,,,,,,,,,,,,,280,",,X",280,",,X",,,,,,,0,",,0",,,49,",,X",63,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/2/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",217,",,0",56,",,0",,,,,,,,,,,,,,,,,16,",,X",1804,",,X",,,,,1619,",,X",,,,,,,,,,,,,,,,,260,",,X",270,",,X",,,,,,,0,",,0",,,45,",,X",58,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/3/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",228,",,0",83,",,0",,,,,,,,,,,,,,,,,18,",,X",1657,",,X",,,,,1744,",,X",,,,,,,,,,,,,,,,,180,",,X",170,",,X",,,,,,,0,",,0",,,36,",,X",45,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/4/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",239,",,0",139,",,0",,,,,,,,,,,,,,,,,20,",,X",1718,",,X",,,,,1718,",,X",,,,,,,,,,,,,,,,,220,",,X",220,",,X",,,,,,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/5/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",233,",,0",139,",,0",,,,,,,,,,,,,,,,,38,",,X",1716,",,X",,,,,1714,",,X",,,,,,,,,,,,,,,,,240,",,X",240,",,X",,,,,,,0,",,0",,,103,",,X",116,",,X",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/6/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",222,",,0",111,",,0",,,,,,,,,,,,,,,,,33,",,X",1238,",,X",,,,,1237,",,X",,,,,,,,,,,,,,,,,320,",,X",320,",,X",,,,,,,0,",,0",,,76,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/7/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",233,",,0",83,",,0",,,,,,,,,,,,,,,,,22,",,X",1243,",,X",,,,,913,",,X",,,,,,,,,,,,,,,,,50,",,X",50,",,X",,,,,,,0,",,0",,,63,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/8/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",289,",,0",100,",,0",,,,,,,,,,,,,,,,,23,",,X",1114,",,X",,,,,1032,",,X",,,,,,,,,,,,,,,,,60,",,X",60,",,X",,,,,,,0,",,0",,,67,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/9/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",300,",,0",133,",,0",,,,,,,,,,,,,,,,,22,",,X",1032,",,X",,,,,1020,",,X",,,,,,,,,,,,,,,,,60,",,X",70,",,X",,,,,,,0,",,0",,,58,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023183,3/10/1996,33.4278,-112.00365,339.2,"PHOENIX AIRPORT, AZ US",0,",,0,2400",0,",,0",0,",,0",300,",,0",156,",,0",,,,,,,,,,,,,,,,,23,",,X",426,",,X",,,,,426,",,X",,,,,,,,,,,,,,,,,90,",,X",100,",,X",,,,,,,0,",,0",,,58,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
